SensorID: 5417,
Firmware Version: 1.4.8,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
12-3,13:43:41,47,47,13.07,11,28,
12-3,13:43:42,47,47,13.07,11,28,
12-3,13:43:42,46,46,13.04,11,28,
12-3,13:43:43,47,47,13.07,11,28,
12-3,13:43:43,47,47,13.07,11,28,
12-3,13:43:44,46,46,13.04,11,28,
12-3,13:43:44,46,46,13.05,11,28,
12-3,13:43:45,47,47,13.07,11,28,
12-3,13:43:45,47,47,13.09,11,28,
12-3,13:43:46,46,46,13.09,11,28,
12-3,13:43:46,46,46,13.07,11,28,
12-3,13:43:47,45,45,13.05,11,28,
12-3,13:43:47,45,45,13.04,11,28,
12-3,13:43:48,46,46,13.06,11,28,
12-3,13:43:48,46,46,13.09,11,28,
12-3,13:43:49,46,46,13.08,11,28,
12-3,13:43:49,46,46,13.08,11,28,
12-3,13:43:50,47,47,13.08,11,28,
12-3,13:43:50,46,46,13.03,11,28,
12-3,13:43:51,47,47,13.02,11,28,
12-3,13:43:51,46,46,13.02,11,28,
12-3,13:43:52,47,47,13.04,11,28,
12-3,13:43:52,48,48,13.05,11,28,
12-3,13:43:53,48,48,13.06,11,28,
12-3,13:43:53,47,47,13.04,11,28,
12-3,13:43:54,48,48,13.05,11,28,
12-3,13:43:54,48,48,13.04,11,28,
12-3,13:43:55,47,47,13.04,11,28,
12-3,13:43:55,47,47,13.04,11,28,
12-3,13:43:56,47,47,13.04,11,28,
12-3,13:43:56,47,47,13.04,11,28,
12-3,13:43:57,48,48,13.06,11,28,
12-3,13:43:57,47,47,13.05,11,28,
12-3,13:43:58,47,47,13.04,11,28,
12-3,13:43:58,46,46,13.05,11,28,
12-3,13:43:59,46,46,13.05,11,28,
12-3,13:43:59,45,45,13.05,11,28,
12-3,13:44:0,46,46,13.05,11,28,
12-3,13:44:0,45,45,13.03,11,28,
12-3,13:44:1,46,46,13.06,11,28,
12-3,13:44:1,47,47,13.07,11,28,
12-3,13:44:2,46,46,13.05,11,28,
12-3,13:44:2,46,46,13.09,11,28,
12-3,13:44:3,45,45,13.09,11,28,
12-3,13:44:3,45,45,13.09,11,28,
12-3,13:44:4,45,45,13.1,11,28,
12-3,13:44:4,46,46,13.08,11,28,
12-3,13:44:5,44,44,13.09,11,28,
12-3,13:44:5,45,45,13.07,11,28,
12-3,13:44:6,44,44,13.1,11,28,
12-3,13:44:6,43,43,13.09,11,28,
12-3,13:44:7,43,43,13.09,11,28,
12-3,13:44:7,44,44,13.08,11,28,
12-3,13:44:8,44,44,13.1,11,28,
12-3,13:44:8,45,45,13.1,11,28,
12-3,13:44:9,46,46,13.08,11,28,
12-3,13:44:9,45,45,13.08,11,28,
12-3,13:44:10,45,45,13.07,11,28,
12-3,13:44:10,44,44,13.07,11,28,
12-3,13:44:11,44,44,13.05,11,28,
12-3,13:44:11,44,44,13.05,11,28,
12-3,13:44:12,45,45,13.05,11,28,
12-3,13:44:12,43,43,13.07,11,28,
12-3,13:44:13,44,44,13.09,11,28,
12-3,13:44:13,44,44,13.07,11,28,
12-3,13:44:14,44,44,13.06,11,28,
12-3,13:44:14,46,46,13.07,11,28,
12-3,13:44:15,46,46,13.06,11,28,
12-3,13:44:15,46,46,13.08,11,28,
12-3,13:44:16,46,46,13.07,11,28,
12-3,13:44:16,47,47,13.09,11,28,
12-3,13:44:17,44,44,13.05,11,28,
12-3,13:44:17,45,45,13.07,11,28,
12-3,13:44:18,45,45,13.07,11,28,
12-3,13:44:18,46,46,13.08,11,28,
12-3,13:44:19,46,46,13.09,11,28,
12-3,13:44:19,44,44,13.09,11,28,
12-3,13:44:20,45,45,13.09,11,28,
12-3,13:44:20,43,43,13.08,11,28,
12-3,13:44:21,45,45,13.09,11,28,
12-3,13:44:21,44,44,13.09,11,28,
12-3,13:44:22,44,44,13.09,11,28,
12-3,13:44:22,45,45,13.09,11,28,
12-3,13:44:23,45,45,13.09,11,28,
12-3,13:44:23,44,44,13.09,11,28,
12-3,13:44:24,45,45,13.08,11,28,
12-3,13:44:24,45,45,13.11,11,28,
12-3,13:44:25,45,45,13.08,11,28,
12-3,13:44:25,44,44,13.09,11,28,
12-3,13:44:26,44,44,13.09,11,28,
12-3,13:44:26,45,45,13.1,11,28,
12-3,13:44:27,44,44,13.09,11,28,
12-3,13:44:27,44,44,13.09,11,28,
12-3,13:44:28,44,44,13.09,11,28,
12-3,13:44:28,45,45,13.1,11,28,
12-3,13:44:29,43,43,13.09,11,28,
12-3,13:44:29,43,43,13.09,11,28,
12-3,13:44:30,43,43,13.09,11,28,
12-3,13:44:30,42,42,13.09,11,28,
12-3,13:44:31,43,43,13.1,11,28,
12-3,13:44:31,42,42,13.09,11,28,
12-3,13:44:32,43,43,13.11,11,28,
12-3,13:44:32,42,42,13.09,11,28,
12-3,13:44:33,43,43,13.11,11,28,
12-3,13:44:33,41,41,13.08,11,28,
12-3,13:44:34,41,41,13.09,11,28,
12-3,13:44:34,41,41,13.09,11,28,
12-3,13:44:35,41,41,13.08,11,28,
12-3,13:44:35,41,41,13.1,11,28,
12-3,13:44:36,42,42,13.1,11,28,
12-3,13:44:36,42,42,13.1,11,28,
12-3,13:44:37,41,41,13.08,11,28,
12-3,13:44:37,40,40,13.08,11,28,
12-3,13:44:38,43,43,13.13,11,28,
12-3,13:44:38,42,42,13.1,11,28,
12-3,13:44:39,40,40,13.09,11,28,
12-3,13:44:39,41,41,13.13,11,28,
12-3,13:44:40,42,42,13.11,11,28,
12-3,13:44:40,42,42,13.1,11,28,
12-3,13:44:41,40,40,13.09,11,28,
12-3,13:44:41,41,41,13.1,11,28,
12-3,13:44:42,43,43,13.11,11,28,
12-3,13:44:42,42,42,13.12,11,28,
12-3,13:44:43,41,41,13.1,11,28,
12-3,13:44:43,40,40,13.07,11,28,
12-3,13:44:44,43,43,13.09,11,28,
12-3,13:44:44,42,42,13.08,11,28,
12-3,13:44:45,42,42,13.09,11,28,
12-3,13:44:45,42,42,13.09,11,28,
12-3,13:44:46,42,42,13.08,11,28,
12-3,13:44:46,44,44,13.1,11,28,
12-3,13:44:47,45,45,13.1,11,28,
12-3,13:44:47,45,45,13.1,11,28,
12-3,13:44:48,45,45,13.09,11,28,
12-3,13:44:48,46,46,13.09,11,28,
12-3,13:44:49,48,48,13.09,11,28,
12-3,13:44:49,48,48,13.1,11,28,
12-3,13:44:50,49,49,13.09,11,28,
12-3,13:44:50,49,49,13.09,11,28,
12-3,13:44:51,49,49,13.09,11,28,
12-3,13:44:51,50,50,13.09,11,28,
12-3,13:44:52,51,51,13.1,11,28,
12-3,13:44:52,52,52,13.11,11,28,
12-3,13:44:53,52,52,13.08,11,28,
12-3,13:44:53,52,52,13.08,11,28,
12-3,13:44:54,50,50,13.09,11,28,
12-3,13:44:54,50,50,13.1,11,28,
12-3,13:44:55,50,50,13.09,11,28,
12-3,13:44:55,50,50,13.13,11,28,
12-3,13:44:56,49,49,13.1,11,28,
12-3,13:44:56,49,49,13.1,11,28,
12-3,13:44:57,48,48,13.09,11,28,
12-3,13:44:57,49,49,13.05,11,28,
12-3,13:44:58,50,50,13.04,11,28,
12-3,13:44:58,52,52,13.08,11,28,
12-3,13:44:59,52,52,13.08,11,28,
12-3,13:44:59,50,50,13.08,11,28,
12-3,13:45:0,51,51,13.09,11,28,
12-3,13:45:0,50,50,13.08,11,28,
12-3,13:45:1,50,50,13.08,11,28,
12-3,13:45:1,49,49,13.08,11,28,
12-3,13:45:2,49,49,13.08,11,28,
12-3,13:45:2,49,49,13.08,11,28,
12-3,13:45:3,49,49,13.09,11,28,
12-3,13:45:3,49,49,13.09,11,28,
12-3,13:45:4,49,49,13.09,11,28,
12-3,13:45:4,47,47,13.06,11,28,
12-3,13:45:5,48,48,13.08,11,28,
12-3,13:45:5,48,48,13.06,11,28,
12-3,13:45:6,48,48,13.03,11,28,
12-3,13:45:6,49,49,13.05,11,28,
12-3,13:45:7,50,50,13.05,11,28,
12-3,13:45:7,50,50,13.03,11,28,
12-3,13:45:8,50,50,13.04,11,28,
12-3,13:45:8,51,51,13.05,11,28,
12-3,13:45:9,50,50,13.05,11,28,
12-3,13:45:9,49,49,13.03,11,28,
12-3,13:45:10,49,49,13.04,11,28,
12-3,13:45:10,50,50,13.07,11,28,
12-3,13:45:11,49,49,13.06,11,28,
12-3,13:45:11,48,48,13.05,11,28,
12-3,13:45:12,48,48,13.03,11,28,
12-3,13:45:12,49,49,13.08,11,28,
12-3,13:45:13,48,48,13.08,11,28,
12-3,13:45:13,47,47,13.06,11,28,
12-3,13:45:14,46,46,13.03,11,28,
12-3,13:45:14,46,46,13.05,11,28,
12-3,13:45:15,47,47,13.05,11,28,
12-3,13:45:15,48,48,13.04,11,28,
12-3,13:45:16,47,47,13.04,11,28,
12-3,13:45:16,47,47,13.05,11,28,
12-3,13:45:17,46,46,13.05,11,28,
12-3,13:45:17,47,47,13.08,11,28,
12-3,13:45:18,46,46,13.05,11,28,
12-3,13:45:18,47,47,13.06,11,28,
12-3,13:45:19,45,45,13.03,11,28,
12-3,13:45:19,44,44,13.04,11,28,
12-3,13:45:20,45,45,13.05,11,28,
12-3,13:45:20,46,46,13.08,11,28,
12-3,13:45:21,45,45,13.12,11,28,
12-3,13:45:21,44,44,13.11,11,28,
12-3,13:45:22,44,44,13.08,11,28,
12-3,13:45:22,44,44,13.08,11,28,
12-3,13:45:23,45,45,13.05,11,28,
12-3,13:45:23,44,44,13.04,11,28,
12-3,13:45:24,44,44,13.03,11,28,
12-3,13:45:24,45,45,13.04,11,28,
12-3,13:45:25,45,45,13.04,11,28,
12-3,13:45:25,45,45,13.04,11,28,
12-3,13:45:26,46,46,13.05,11,28,
12-3,13:45:26,46,46,13.04,11,28,
12-3,13:45:27,45,45,13.02,11,28,
12-3,13:45:27,46,46,13.04,11,28,
12-3,13:45:28,47,47,13.06,11,28,
12-3,13:45:28,47,47,13.05,11,28,
12-3,13:45:29,45,45,13.02,11,28,
12-3,13:45:29,45,45,13.02,11,28,
12-3,13:45:30,44,44,13.02,11,28,
12-3,13:45:30,45,45,13.04,11,28,
12-3,13:45:31,45,45,13.04,11,28,
12-3,13:45:31,44,44,13.03,11,28,
12-3,13:45:32,44,44,13.03,11,28,
12-3,13:45:32,44,44,13.03,11,28,
12-3,13:45:33,44,44,13.04,11,28,
12-3,13:45:33,44,44,13.03,11,28,
12-3,13:45:34,44,44,13.04,11,28,
12-3,13:45:34,44,44,13.05,11,28,
12-3,13:45:35,44,44,13.05,11,28,
12-3,13:45:35,44,44,13.05,11,28,
12-3,13:45:36,44,44,13.06,11,28,
12-3,13:45:36,42,42,13.04,11,28,
12-3,13:45:37,43,43,13.05,11,28,
12-3,13:45:37,43,43,13.05,11,28,
12-3,13:45:38,42,42,13.04,11,28,
12-3,13:45:38,43,43,13.05,11,28,
12-3,13:45:39,43,43,13.08,11,28,
12-3,13:45:39,43,43,13.09,11,28,
12-3,13:45:40,43,43,13.07,11,28,
12-3,13:45:40,44,44,13.08,11,28,
12-3,13:45:41,42,42,13.05,11,28,
12-3,13:45:41,45,45,13.1,11,28,
12-3,13:45:42,42,42,13.05,11,28,
12-3,13:45:42,42,42,13.07,11,28,
12-3,13:45:43,42,42,13.07,11,28,
12-3,13:45:43,43,43,13.07,11,28,
12-3,13:45:44,43,43,13.07,11,28,
12-3,13:45:44,41,41,13.05,11,28,
12-3,13:45:45,42,42,13.06,11,28,
12-3,13:45:45,43,43,13.08,11,28,
12-3,13:45:46,43,43,13.07,11,28,
12-3,13:45:46,43,43,13.11,11,28,
12-3,13:45:47,43,43,13.12,11,28,
12-3,13:45:47,45,45,13.11,11,28,
12-3,13:45:48,43,43,13.13,11,28,
12-3,13:45:48,42,42,13.09,11,28,
12-3,13:45:49,44,44,13.1,11,28,
12-3,13:45:49,42,42,13.06,11,28,
12-3,13:45:50,42,42,13.1,11,28,
12-3,13:45:50,44,44,13.11,11,28,
12-3,13:45:51,45,45,13.1,11,28,
12-3,13:45:51,43,43,13.07,11,28,
12-3,13:45:52,44,44,13.06,11,28,
12-3,13:45:52,45,45,13.07,11,28,
12-3,13:45:53,46,46,13.06,11,28,
12-3,13:45:53,48,48,13.1,11,28,
12-3,13:45:54,47,47,13.08,11,28,
12-3,13:45:54,50,50,13.09,11,28,
12-3,13:45:55,49,49,13.11,11,28,
12-3,13:45:55,49,49,13.09,11,28,
12-3,13:45:56,53,53,13.07,11,28,
12-3,13:45:56,52,52,13.09,11,28,
12-3,13:45:57,53,53,13.05,11,28,
12-3,13:45:57,52,52,13.08,11,28,
12-3,13:45:58,52,52,13.04,11,28,
12-3,13:45:58,53,53,13.05,11,28,
12-3,13:45:59,51,51,13.08,11,28,
12-3,13:45:59,53,53,13.04,11,28,
12-3,13:46:0,53,53,13.04,11,28,
12-3,13:46:0,52,52,13.06,11,28,
12-3,13:46:1,50,50,13.01,11,28,
12-3,13:46:1,50,50,12.99,11,28,
12-3,13:46:2,51,51,13.01,11,28,
12-3,13:46:2,50,50,13.01,11,28,
12-3,13:46:3,52,52,13.04,11,28,
12-3,13:46:3,51,51,13.09,11,28,
12-3,13:46:4,50,50,13.08,11,28,
12-3,13:46:4,50,50,13.04,11,28,
12-3,13:46:5,50,50,13.04,11,28,
12-3,13:46:5,51,51,13.05,11,28,
12-3,13:46:6,50,50,13.03,11,28,
12-3,13:46:6,50,50,13.04,11,28,
12-3,13:46:7,51,51,13.06,11,28,
12-3,13:46:7,48,48,13.04,11,28,
12-3,13:46:8,48,48,13.05,11,28,
12-3,13:46:8,48,48,13.06,11,28,
12-3,13:46:9,47,47,13.05,11,28,
12-3,13:46:9,46,46,13.04,11,28,
12-3,13:46:10,45,45,13.04,11,28,
12-3,13:46:10,44,44,13.04,11,28,
12-3,13:46:11,44,44,13.06,11,28,
12-3,13:46:11,43,43,13.05,11,28,
12-3,13:46:12,42,42,13.03,11,28,
12-3,13:46:12,41,41,13.05,11,28,
12-3,13:46:13,41,41,13.07,11,28,
12-3,13:46:13,43,43,13.07,11,28,
12-3,13:46:14,40,40,13.03,11,28,
12-3,13:46:14,41,41,13.03,11,28,
12-3,13:46:15,39,39,13,11,28,
12-3,13:46:15,40,40,13.01,11,28,
12-3,13:46:16,39,39,13.01,11,28,
12-3,13:46:16,40,40,13.05,11,28,
12-3,13:46:17,42,42,13.09,11,28,
12-3,13:46:17,45,45,13.06,11,28,
12-3,13:46:18,42,42,13.04,11,28,
12-3,13:46:18,44,44,13.07,11,28,
12-3,13:46:19,45,45,13.09,11,28,
12-3,13:46:19,43,43,13.08,11,28,
12-3,13:46:20,41,41,13.03,11,28,
12-3,13:46:20,45,45,13.08,11,28,
12-3,13:46:21,45,45,13.07,11,28,
12-3,13:46:21,42,42,13.04,11,28,
12-3,13:46:22,41,41,13.02,11,28,
12-3,13:46:22,42,42,13.06,11,28,
12-3,13:46:23,42,42,13.04,11,28,
12-3,13:46:23,43,43,13.03,11,28,
12-3,13:46:24,41,41,13.05,11,28,
12-3,13:46:24,41,41,13.04,11,28,
12-3,13:46:25,43,43,13.03,11,28,
12-3,13:46:25,42,42,13.02,11,28,
12-3,13:46:26,41,41,13.02,11,28,
12-3,13:46:26,42,42,13.03,11,28,
12-3,13:46:27,41,41,13.03,11,28,
12-3,13:46:27,40,40,13.03,11,28,
12-3,13:46:28,42,42,13.04,11,28,
12-3,13:46:28,42,42,13.04,11,28,
12-3,13:46:29,42,42,13.05,11,28,
12-3,13:46:29,42,42,13.08,11,28,
12-3,13:46:30,43,43,13.1,11,28,
12-3,13:46:30,42,42,13.07,11,28,
12-3,13:46:31,41,41,13.04,11,28,
12-3,13:46:31,41,41,13.04,11,28,
12-3,13:46:32,41,41,13.05,11,28,
12-3,13:46:32,40,40,13.03,11,28,
12-3,13:46:33,40,40,13.03,11,28,
12-3,13:46:33,40,40,13.03,11,28,
12-3,13:46:34,40,40,13.04,11,28,
12-3,13:46:34,40,40,13.04,11,28,
12-3,13:46:35,40,40,13.03,11,28,
12-3,13:46:35,40,40,13.04,11,28,
12-3,13:46:36,40,40,13.04,11,28,
12-3,13:46:36,39,39,13.05,11,28,
12-3,13:46:37,40,40,13.04,11,28,
12-3,13:46:37,39,39,13.03,11,28,
12-3,13:46:38,42,42,13.06,11,28,
12-3,13:46:38,42,42,13.07,11,28,
12-3,13:46:39,41,41,13.05,11,28,
12-3,13:46:39,42,42,13.06,11,28,
12-3,13:46:40,42,42,13.07,11,28,
12-3,13:46:40,41,41,13.05,11,28,
12-3,13:46:41,40,40,13.03,11,28,
12-3,13:46:41,41,41,13.05,11,28,
12-3,13:46:42,41,41,13.05,11,28,
12-3,13:46:42,42,42,13.06,11,28,
12-3,13:46:43,42,42,13.07,11,28,
12-3,13:46:43,41,41,13.05,11,28,
12-3,13:46:44,42,42,13.06,11,28,
12-3,13:46:44,41,41,13.05,11,28,
12-3,13:46:45,40,40,13.04,11,28,
12-3,13:46:45,42,42,13.07,11,28,
12-3,13:46:46,42,42,13.06,11,28,
12-3,13:46:46,42,42,13.07,11,28,
12-3,13:46:47,42,42,13.08,11,28,
12-3,13:46:47,42,42,13.08,11,28,
12-3,13:46:48,42,42,13.07,11,28,
12-3,13:46:48,42,42,13.06,11,28,
12-3,13:46:49,42,42,13.07,11,28,
12-3,13:46:49,40,40,13.04,11,28,
12-3,13:46:50,42,42,13.06,11,28,
12-3,13:46:50,42,42,13.07,11,28,
12-3,13:46:51,42,42,13.06,11,28,
12-3,13:46:51,42,42,13.06,11,28,
12-3,13:46:52,44,44,13.08,11,28,
12-3,13:46:52,44,44,13.08,11,28,
12-3,13:46:53,43,43,13.07,11,28,
12-3,13:46:53,43,43,13.08,11,28,
12-3,13:46:54,44,44,13.09,11,28,
12-3,13:46:54,43,43,13.07,11,28,
12-3,13:46:55,43,43,13.07,11,28,
12-3,13:46:55,44,44,13.08,11,28,
12-3,13:46:56,44,44,13.08,11,28,
12-3,13:46:56,42,42,13.07,11,28,
12-3,13:46:57,44,44,13.09,11,28,
12-3,13:46:57,45,45,13.09,11,28,
12-3,13:46:58,43,43,13.07,11,28,
12-3,13:46:58,44,44,13.09,11,28,
12-3,13:46:59,44,44,13.09,11,28,
12-3,13:46:59,43,43,13.08,11,28,
12-3,13:47:0,44,44,13.09,11,28,
12-3,13:47:0,43,43,13.07,11,28,
12-3,13:47:1,44,44,13.09,11,28,
12-3,13:47:1,44,44,13.08,11,28,
12-3,13:47:2,43,43,13.08,11,28,
12-3,13:47:2,43,43,13.08,11,28,
12-3,13:47:3,44,44,13.09,11,28,
12-3,13:47:3,44,44,13.1,11,28,
12-3,13:47:4,44,44,13.1,11,28,
12-3,13:47:4,43,43,13.09,11,28,
12-3,13:47:5,42,42,13.08,11,28,
12-3,13:47:5,43,43,13.1,11,28,
12-3,13:47:6,43,43,13.09,11,28,
12-3,13:47:6,43,43,13.09,11,28,
12-3,13:47:7,42,42,13.1,11,28,
12-3,13:47:7,42,42,13.09,11,28,
12-3,13:47:8,42,42,13.09,11,28,
12-3,13:47:8,42,42,13.09,11,28,
12-3,13:47:9,41,41,13.09,11,28,
12-3,13:47:9,41,41,13.08,11,28,
12-3,13:47:10,42,42,13.09,11,28,
12-3,13:47:10,41,41,13.08,11,28,
12-3,13:47:11,41,41,13.09,11,28,
12-3,13:47:11,42,42,13.14,11,28,
12-3,13:47:12,41,41,13.13,11,28,
12-3,13:47:12,42,42,13.11,11,28,
12-3,13:47:13,41,41,13.09,11,28,
12-3,13:47:13,43,43,13.11,11,28,
12-3,13:47:14,44,44,13.1,11,28,
12-3,13:47:14,44,44,13.09,11,28,
12-3,13:47:15,45,45,13.09,11,28,
12-3,13:47:15,43,43,13.07,11,28,
12-3,13:47:16,43,43,13.07,11,28,
12-3,13:47:16,46,46,13.09,11,28,
12-3,13:47:17,45,45,13.05,11,28,
12-3,13:47:17,46,46,13.1,11,28,
12-3,13:47:18,46,46,13.12,11,28,
12-3,13:47:18,47,47,13.14,11,28,
12-3,13:47:19,49,49,13.13,11,28,
12-3,13:47:19,50,50,13.12,11,28,
12-3,13:47:20,48,48,13.08,11,28,
12-3,13:47:20,48,48,13.05,11,28,
12-3,13:47:21,51,51,13.1,11,28,
12-3,13:47:21,50,50,13.1,11,28,
12-3,13:47:22,47,47,13.07,11,28,
12-3,13:47:22,46,46,13.05,11,28,
12-3,13:47:23,47,47,13.07,11,28,
12-3,13:47:23,47,47,13.04,11,28,
12-3,13:47:24,48,48,13.07,11,28,
12-3,13:47:24,49,49,13.08,11,28,
12-3,13:47:25,47,47,13.04,11,28,
12-3,13:47:25,47,47,13.05,11,28,
12-3,13:47:26,47,47,13.06,11,28,
12-3,13:47:26,48,48,13.08,11,28,
12-3,13:47:27,47,47,13.05,11,28,
12-3,13:47:27,46,46,13.06,11,28,
12-3,13:47:28,45,45,13.03,11,28,
12-3,13:47:28,47,47,13.06,11,28,
12-3,13:47:29,45,45,13.05,11,28,
12-3,13:47:29,46,46,13.13,11,28,
12-3,13:47:30,45,45,13.1,11,28,
12-3,13:47:30,44,44,13.08,11,28,
12-3,13:47:31,44,44,13.06,11,28,
12-3,13:47:31,43,43,13.03,11,28,
12-3,13:47:32,43,43,13.04,11,28,
12-3,13:47:32,43,43,13.04,11,28,
12-3,13:47:33,42,42,13.03,11,28,
12-3,13:47:33,41,41,13.02,11,28,
12-3,13:47:34,41,41,13.04,11,28,
12-3,13:47:34,44,44,13.07,11,28,
12-3,13:47:35,43,43,13.07,11,28,
12-3,13:47:35,42,42,13.06,11,28,
12-3,13:47:36,43,43,13.09,11,28,
12-3,13:47:36,40,40,13.11,11,28,
12-3,13:47:37,40,40,13.09,11,28,
12-3,13:47:37,41,41,13.09,11,28,
12-3,13:47:38,39,39,13.03,11,28,
12-3,13:47:38,41,41,13.07,11,28,
12-3,13:47:39,40,40,13.06,11,28,
12-3,13:47:39,40,40,13.02,11,28,
12-3,13:47:40,40,40,13.05,11,28,
12-3,13:47:40,44,44,13.1,11,28,
12-3,13:47:41,43,43,13.03,11,28,
12-3,13:47:41,43,43,13.07,11,28,
12-3,13:47:42,45,45,13.04,11,28,
12-3,13:47:42,46,46,13.04,11,28,
12-3,13:47:43,44,44,12.98,11,28,
12-3,13:47:43,47,47,13.01,11,28,
12-3,13:47:44,46,46,13,11,28,
12-3,13:47:44,45,45,13.02,11,28,
12-3,13:47:45,46,46,13.01,11,28,
12-3,13:47:45,46,46,12.99,11,28,
12-3,13:47:46,46,46,13.02,11,28,
12-3,13:47:46,46,46,13.02,11,28,
12-3,13:47:47,45,45,13.03,11,28,
12-3,13:47:47,47,47,13.06,11,28,
12-3,13:47:48,45,45,13.03,11,28,
12-3,13:47:48,46,46,13.01,11,28,
12-3,13:47:49,45,45,12.99,11,28,
12-3,13:47:49,46,46,13.01,11,28,
12-3,13:47:50,46,46,13.02,11,28,
12-3,13:47:50,45,45,13.05,11,28,
12-3,13:47:51,46,46,13.09,11,28,
12-3,13:47:51,46,46,13.04,11,28,
12-3,13:47:52,45,45,13.03,11,28,
12-3,13:47:52,43,43,13,11,28,
12-3,13:47:53,42,42,13,11,28,
12-3,13:47:53,43,43,13.01,11,28,
12-3,13:47:54,43,43,13.03,11,28,
12-3,13:47:54,44,44,13.03,11,28,
12-3,13:47:55,43,43,13.02,11,28,
12-3,13:47:55,43,43,13.03,11,28,
12-3,13:47:56,41,41,13,11,28,
12-3,13:47:56,42,42,13.03,11,28,
12-3,13:47:57,41,41,13.01,11,28,
12-3,13:47:57,41,41,13.03,11,28,
12-3,13:47:58,40,40,13.02,11,28,
12-3,13:47:58,42,42,13.04,11,28,
12-3,13:47:59,42,42,13.06,11,28,
12-3,13:47:59,43,43,13.08,11,28,
12-3,13:48:0,41,41,13.04,11,28,
12-3,13:48:0,41,41,13.01,11,28,
12-3,13:48:1,42,42,13.04,11,28,
12-3,13:48:1,41,41,13.01,11,28,
12-3,13:48:2,41,41,13.02,11,28,
12-3,13:48:2,42,42,13.02,11,28,
12-3,13:48:3,42,42,13.03,11,28,
12-3,13:48:3,42,42,13.04,11,28,
12-3,13:48:4,40,40,13.01,11,28,
12-3,13:48:4,41,41,13.04,11,28,
12-3,13:48:5,40,40,13.04,11,28,
12-3,13:48:5,40,40,13.03,11,28,
12-3,13:48:6,40,40,13.04,11,28,
12-3,13:48:6,41,41,13.06,11,28,
12-3,13:48:7,40,40,13.05,11,28,
12-3,13:48:7,40,40,13.07,11,28,
12-3,13:48:8,37,37,13.03,11,28,
12-3,13:48:8,39,39,13.04,11,28,
12-3,13:48:9,37,37,13.03,11,28,
12-3,13:48:9,39,39,13.05,11,28,
12-3,13:48:10,41,41,13.08,11,28,
12-3,13:48:10,40,40,13.05,11,28,
12-3,13:48:11,40,40,13.04,11,28,
12-3,13:48:11,40,40,13.08,11,28,
12-3,13:48:12,41,41,13.1,11,28,
12-3,13:48:12,42,42,13.14,11,28,
12-3,13:48:13,39,39,13.12,11,28,
12-3,13:48:13,40,40,13.09,11,28,
12-3,13:48:14,38,38,13.06,11,28,
12-3,13:48:14,40,40,13.07,11,28,
12-3,13:48:15,39,39,13.07,11,28,
12-3,13:48:15,38,38,13.04,11,28,
12-3,13:48:16,42,42,13.09,11,28,
12-3,13:48:16,41,41,13.08,11,28,
12-3,13:48:17,42,42,13.1,11,28,
12-3,13:48:17,43,43,13.09,11,28,
12-3,13:48:18,43,43,13.1,11,28,
12-3,13:48:18,45,45,13.09,11,28,
12-3,13:48:19,45,45,13.05,11,28,
12-3,13:48:19,45,45,13.04,11,28,
12-3,13:48:20,46,46,13.05,11,28,
12-3,13:48:20,47,47,13.08,11,28,
12-3,13:48:21,48,48,13.09,11,28,
12-3,13:48:21,48,48,13.08,11,28,
12-3,13:48:22,47,47,13.08,11,28,
12-3,13:48:22,48,48,13.08,11,28,
12-3,13:48:23,49,49,13.04,11,28,
12-3,13:48:23,49,49,13.05,11,28,
12-3,13:48:24,49,49,13.06,11,28,
12-3,13:48:24,48,48,13.03,11,28,
12-3,13:48:25,50,50,13.08,11,28,
12-3,13:48:25,49,49,13.03,11,28,
12-3,13:48:26,51,51,13.04,11,28,
12-3,13:48:26,47,47,13.04,11,28,
12-3,13:48:27,49,49,13.05,11,28,
12-3,13:48:27,49,49,13.04,11,28,
12-3,13:48:28,50,50,13.06,11,28,
12-3,13:48:28,48,48,13.05,11,28,
12-3,13:48:29,48,48,12.99,11,28,
12-3,13:48:29,47,47,13.05,11,28,
12-3,13:48:30,48,48,13.01,11,28,
12-3,13:48:30,48,48,13.04,11,28,
12-3,13:48:31,48,48,13.05,11,28,
12-3,13:48:31,47,47,13.07,11,28,
12-3,13:48:32,47,47,13.06,11,28,
12-3,13:48:32,47,47,13.04,11,28,
12-3,13:48:33,46,46,13,11,28,
12-3,13:48:33,48,48,13.07,11,28,
12-3,13:48:34,45,45,13.04,11,28,
12-3,13:48:34,45,45,13.04,11,28,
12-3,13:48:35,45,45,13.03,11,28,
12-3,13:48:35,44,44,13.02,11,28,
12-3,13:48:36,45,45,13.03,11,28,
12-3,13:48:36,45,45,13.04,11,28,
12-3,13:48:37,44,44,13,11,28,
12-3,13:48:37,45,45,13.02,11,28,
12-3,13:48:38,42,42,12.99,11,28,
12-3,13:48:38,42,42,13,11,28,
12-3,13:48:39,42,42,12.98,11,28,
12-3,13:48:39,43,43,13,11,28,
12-3,13:48:40,41,41,12.97,11,28,
12-3,13:48:40,42,42,13,11,28,
12-3,13:48:41,42,42,12.99,11,28,
12-3,13:48:41,41,41,13,11,28,
12-3,13:48:42,41,41,13.03,11,28,
12-3,13:48:42,43,43,13.08,11,28,
12-3,13:48:43,42,42,13.06,11,28,
12-3,13:48:43,41,41,13.05,11,28,
12-3,13:48:44,43,43,13.07,11,28,
